id_station;name_station;nama_propinsi;nama_kota;kecamatan;kelurahan;latt_station;long_station;elv_station;status_operasional;hp_petugas;tgl_pasang;addr_instansi;data_transport;instansi;nama_vendor
STA0089;ARG Nipah Panjang;Jambi;Kab. Tanjung Jabung Timur;Nipah Panjang;;-1.076111;104.171944;22;operasional;82374613822;6/15/2021;Nipah Panjang.;HTTP GET;BMKG;BMKG-MSP
STA0160;ARG Depati Parbo;Jambi;Kab. Kerinci;Sitinjau Laut;Hiang kota baru;-2.091278;101.4619;0;operasional;82280238933;9/13/2016;Kerinci;FTP;BMKG;BMKG-MSP
STA0164;ARG PTPN VI Muaro Jambi;Jambi;Kab. Muaro Jambi;Bahar Utara;Markanding;-1.88541;103.4;28.5;operasional;81366057083;9/13/2016;Muaro Jambi;FTP;BMKG;BMKG-LSI
STA0165;ARG Muara Bungo;Jambi;Kab. Bungo;Seibuluh;Bandara Muara bungo;-1.54344;102.1786;0;operasional;85731212322;9/13/2016;-;FTP;BMKG;BMKG-LSI
STA0166;ARG BPPT Muara Sabak;Jambi;Kab. Tanjung Jabung Timur;Muara Sabak Barat;Rano;-1.179694;103.7654;39;operasional;85266901612;9/13/2016;Muara sabak barat.;FTP;BMKG;BMKG-LSI
STA0255;ARG Tabir Lintas;Jambi;Kab. Merangin;Tabir Lintas;Mensango;-1.910869;102.30486;0;operasional;83825396720;12/17/2020;;HTTP GET;BMKG;
STAL051;ARG Tanah Sepengal Lintas;Jambi;Kab. Bungo;Tasep Lintas;Desa Sungai Lilin;-1.3914;101.9513;61;operasional;81278107746;11/22/2018;BPP Tasep Lintas;FTP;BMKG;
STAL052;ARG Tanah Tumbuh;Jambi;Kab. Bungo;Tanah Tumbuh;Desa Bukit Kemang;-1.439821;101.872335;17;operasional;81259480389;11/23/2018;BPP Tanah Tumbuh;HTTP GET;BMKG;
14032800;ARG Gegesik;Jawa Barat;Kab. Cirebon;Gegesik;Gegesik Kidul;-6.60138;108.41591;6;operasional;85224357065;10/30/2014;jl.KI Gesang No.61;FTP;UPT PSDA KUMPULKWISTA;BMKG-LSI
14032801;ARG Cidaun;Jawa Barat;Kab. Cianjur;Cidaun;Cidamar;-7.49112;107.36078;22;operasional;8723267960;11/11/2014;Jl. Raya Cidaun, Kp. Babakan Garut RT.02/RW.07;FTP;PSDA Wilayah VII Cidaun;BMKG-LSI
14032802;ARG Cariu;Jawa Barat;Kab. Bogor;Cariu;Cariu;-6.49821;107.12513;80;operasional;85779822087;11/3/2014;Jl. Raya Jonggol - Cariu;FTP;UPT Pertanian XII Cariu;BMKG-LSI
150066;ARG Sukaraja;Jawa Barat;Kab. Sukabumi;Sukaraja;Pasir Heulang;-6.921103;106.9811;652;operasional;857597758;8/11/2015;Jl.Tugu KM.2 KP Pangkalan Sukaraja;FTP;PT. SAPA Biotek Agrinusa;BMKG-LSI
150067;ARG Sukanegara;Jawa Barat;Kab. Cianjur;Sukanegara;Ciguha;-7.104323;107.0618;964;operasional;82317048089;8/12/2015;Jl. H. Hasan No. 1 Kp. Sukajadi RT.02/RW.03;FTP;PT. LAMTEH PERKEBUNAN CIWANGI;BMKG-LSI
150068;ARG Cikalong Kulon;Jawa Barat;Kab. Cianjur;Cikalong Kulon;Gudang;-6.71335;107.21174;286;operasional;8176761877;8/12/2015;Jl. Meleber KM2 Cikalong Kulon;FTP;BPP Cikalong Kulon;BMKG-LSI
150070;ARG Cibiuk;Jawa Barat;Kab. Garut;Cibiuk ;Cibiuk kaler;-7.06965;107.96429;591;operasional;85321740020;3/5/2019;Jl. Raya Leles No. 27;FTP;BPP Cibiuk;BMKG-LSI
150071;ARG Salopa;Jawa Barat;Kab. Tasikmalaya;Salopa;Karyamandala;-7.53416;108.27877;293;operasional;81222318555;8/12/2015;Jl. Raya Cikatomas No. 25;FTP;Perkebunan Karet PT. NARIEWATTIE;BMKG-LSI
150072;ARG Kawali;Jawa Barat;Kab. Ciamis;Kawali;Karang Pawitan;-7.18908;108.3747;390;operasional;85222890592;8/13/2015;JL Nangela;FTP;BP3K Kawali;BMKG-LSI
150073;ARG Rengasdengklok;Jawa Barat;Kab. Karawang;Rengasdengklok;Rengas Dengklok Utara;-6.14625;107.3025333;7;operasional;85881361810;8/27/2015;JL Raya Medangasem;FTP;BPP Rengasdengklok;BMKG-LSI
150074;ARG Subang;Jawa Barat;Kab. Subang;Subang;Dangder;-6.55248;107.75367;89;operasional;81298775449;8/27/2015;JL Arief Rahman Hakim No 16;FTP;DIV Pengelolaan Air  III PJT III;BMKG-LSI
150075;ARG Sukahaji;Jawa Barat;Kab. Majalengka;Sukahaji;Cikalong;-6.82484;108.28847;206;operasional;85324722362;8/27/2015;JL Raya Maja Sukahaji.;FTP;BPP Sukahaji;BMKG-LSI
150294;ARG Cikasungka;Jawa Barat;Kab. Bogor;Cigudeg;Cigudeg;-6.552729;106.538597;368;operasional;81317725910;8/15/2017;Jl. Raya Cigudeg - Lewiliang;FTP;PTPN VII Cikasungka;MMI-LSI
150295;ARG Purwakarta;Jawa Barat;Kab. Purwakarta;Purwakarta;Ciseureuh;-6.52493;107.44752;88;operasional;81294768293;8/16/2017;Jl. Veteran no 175;HTTP GET;Perum Jasa Tirta II;MMI-LSI
150296;ARG Pusaka Negara;Jawa Barat;Kab. Subang;Pusaka Negara;Pusaka Negara;-6.280766;107.868963;7;operasional;82320327580;8/17/2017;;FTP;BB Padi;MMI-LSI
150297;ARG Setu Patok;Jawa Barat;Kab. Cirebon;Mundu;Setu Patok;-6.786663;108.572838;31;operasional;8996368625;8/19/2017;Jl. Setu Patok No. 17 Kec. Mundu Kab. Cirebon;FTP;PUPR, Kantor Jaga Pengelola Waduk Situ Patok;MMI-LSI
150298;ARG Ciberes;Jawa Barat;Kab. Cirebon;Karang Waren;Seuseupan;-6.89001;108.61966;33;operasional;83138258197;8/18/2017;Jl. Raya Karangwangi No 2003;FTP;UPT Pendayagunaan Sumber Daya Air;MMI-LSI
150299;ARG Kiarasari;Jawa Barat;Kab. Subang;Compreng;Kiarasari;-6.42069;107.89283;18;operasional;81331303316;8/17/2017;Kp. Pulosari;FTP;Kantor Supervisor IV STT;MMI-LSI
150300;ARG Cisompet;Jawa Barat;Kab. Garut;Cisompet;Cisompet;-7.54493;107.81774;482;operasional;81313901110;8/20/2017;Jl. Raya Cikajang Pamenungpeuk Cisompet;FTP;PTPN VII Kebun Cisompet;MMI-LSI
30002;PH Digital Tempuran;Jawa Barat;Kab. Karawang;Tempuran;Pancakarya;-6.18211;107.43977;4;operasional;81514505466;2/6/2020;Kantor Camat Tempuran;HTTP GET;Kantor Camat Tempuran;
30004;PH Digital Sukatani;Jawa Barat;Kab. Bekasi;Sukatani;Sukadarma;-6.17247;107.18012;9;operasional;87779989817;2/5/2020;Perum Jasa Tirta II Unit Usaha Wilayah I Seksi Bekasi Sub Seksi Sukatani;HTTP GET;Perum Jasa Tirta II Sub Seksi Sukatani;
30005;PH Digital Bekasi Timur;Jawa Barat;Kota Bekasi;Bekasi Timur;Margahayu;-6.24974;106.99718;18;operasional;82231785682;2/12/2020;Perum Jasa Tirta II Unit Usaha Wilayah I, Seksi STB, Bendung Bekasi;HTTP GET;Perum Jasa Tirta II, Bendung Bekasi;
30006;PH Digital Muara Gembong;Jawa Barat;Kab. Bekasi;Muara Gembong;Pantai Mekar;-5.984693;107.042771;2;operasional;81510964442;2/13/2020;Kantor Kecamatan Muara Gembong;HTTP GET;Kantor Kecamatan Muara Gembong;
30007;PH Digital Cibuaya;Jawa Barat;Kab. Karawang;Cibuaya;Pajaten;-6.04209;107.34739;4;operasional;85883489600;2/14/2020;Kantor Camat Cibuaya;HTTP GET;Kantor Camat Cibuaya;
30014;PJT II Jatiasih (PH);Jawa Barat;Kota Bekasi;Jatiasih;Jatirasa;-6.30567;106.96229;30;operasional;81517967923;10/24/2019;Jl. Kutilang Rt. 001 / 01 No. 72;FTP;PJT II Jatiasih;
30015;PJT II Tapak (PH)Serang;Jawa Barat;Kab. Bekasi;Cabangbungin;desa Lenggah Jasa;-6.072986;107.143099;6;operasional;81395634259;10/24/2019;Kp. Tapak Serang;FTP;Perum Jasa Tirta II;
30016;PJT II Gabus (PH);Jawa Barat;Kab. Bekasi;Tambun Utara;Desa Sriamur;-6.16733;107.04884;2;operasional;89525264055;10/24/2019;Kp. Turi Rt. 003 / 006 No. 62;FTP;PJT II;
30017;PJT II Muara (PH);Jawa Barat;Kab. Bekasi;Suka Wangi;Suka Mekar;-6.12492;107.06328;4;operasional;85882682606;10/24/2019;Jl. Raya Pasar Muara Rt. 01/13;FTP;PJT II Muara;
30018;PJT II Setu (PH);Jawa Barat;Kab. Bekasi;Setu;Cileduk;-6.3397;107.03978;41;operasional;89601202989;10/24/2019;Jl. MT. Haryono, Cileduk Jawa Barat 17320;FTP;PJT II SETU Bekasi;
30019;PJT II Cibitung (PH);Jawa Barat;Kab. Bekasi;Cibitung;Wanasari;-6.22782;107.09377;11;operasional;85890702159;10/24/2019;Jl. Bosih No. 3 Wanasari, Cibitung;FTP;PJT II Cibitung;
STA0032;ARG Karawang;Jawa Barat;Kab. Karawang;Tegal Waru;Cintalaksana;-6.51312;107.22747;103;operasional;85695017515;9/13/2016;-;FTP;Kantor Kec.Tegalwaru;BMKG-MSP
STA0037;ARG Katulampa;Jawa Barat;Kota Bogor;Bogor Timur;Katulampa;-6.63306;106.83682;338;operasional;81315862047;9/13/2016;Pos Bendungan Katulampa, Jl. Katulampa No. 50;HTTP GET;UPTD PSDA CilCis;BMKG-MSP
STA0038;ARG Jampang Kulon;Jawa Barat;Kab. Sukabumi;Jampang Kulon;Jampang Kulon;-7.25618;106.62553;321;operasional;85659797522;9/13/2016;Jl. Gemarasa No. 03;FTP;BPP Jampang Kulon;BMKG-MSP
STA0039;ARG Agrabinta;Jawa Barat;Kab. Cianjur;Sindangbarang;Jatisari;-7.40825;106.99152;84;operasional;81573522472;9/13/2016;Kp. Agrabinta RT.004 RW.004;FTP;PTPN VIII Kebun Agrabinta;BMKG-MSP
STA0040;ARG Pasir Malang;Jawa Barat;Kota Bandung;Pangalengan;Margaluyu;-7.222;107.54124;1477;operasional;85321898125;9/13/2016;Kp. Pasir Malang RT.01/04;HTTP GET;PTPN VIII Pasir Malang;BMKG-MSP
STA0041;ARG Cibeber;Jawa Barat;Kab. Cianjur;Cibeber;Cipetir;-6.930817;107.1215;469;operasional;83120438777;9/13/2016;Jl. Raya Bandung No. 204 Ciranjang ;FTP;BPP Cibeber;BMKG-MSP
STA0051;ARG Bekasi;Jawa Barat;Kab. Bekasi;Cikarang Pusat;Sukamahi;-6.37;107.18103;52;operasional;8128409833;9/13/2016;Komplek Pemkab Bekasi, Deltamas;FTP;BPP Cikarang Pusat;BMKG-MSP
STA0143;ARG Karang Nunggal;Jawa Barat;Kab. Tasikmalaya;Karang Nunggal;Cipari;-7.63149;108.11276;247;operasional;85156934024;9/13/2016;Jl. Syekh Abdul Muhyi;HTTP GET;BPP Karang Nunggal;BMKG-MSP
STA0144;ARG Kertajati;Jawa Barat;Kab. Majalengka;Kertajati;;-6.69325;108.18428;27;operasional;82117992218;9/13/2016;-;HTTP GET;BPP Kertajati;BMKG-MSP
STA0145;ARG Ciwidey;Jawa Barat;Kota Bandung;Ciwidey;Lebak Muncang;-7.09838;107.43417;1257;operasional;85321667852;9/13/2016;Jl. Raya Lebak Muncang Ciwidey Telp. 022-85921556;FTP;UPT BPP Ciwidey;BMKG-MSP
STA0236;ARG Rekayasa Cianten;Jawa Barat;Kab. Bogor;Leuwiliang;;-6.72252;106.60391;941;operasional;85772675707;12/3/2020;;HTTP GET;PTPN VIII Perkebunan Teh Cianten;
STA0237;ARG Rekayasa Tenjolaya;Jawa Barat;Kab. Bogor;Tenjolaya;;-6.64443;106.69378;527;operasional;85708573544;12/3/2020;;HTTP GET;Kantor Kecamatan Tenjolaya;
STA0238;ARG Rekayasa Caringin;Jawa Barat;Kab. Bogor;Caringin;;-6.73858;106.83864;504;operasional;85659453601;12/3/2020;;HTTP GET;DAS Cisadane;
STA0239;ARG  Rekayasa Cibinong;Jawa Barat;Kab. Bogor;Cibinong;Pondok Rajeg;-6.48438;106.83848;123;operasional;8159332773;12/23/2020;JL.TPA Pondok Rajeg Gg Muhari (Jl. H Naing) RT 03/02 No.40;HTTP GET;;
STA0240;ARG Rekayasa Pacet;Jawa Barat;Kab. Cianjur;Pacet;;-6.751677;107.045836;1129;operasional;85860857571;12/3/2020;;HTTP GET;Kebun Percobaan Pacet BB Biogen;
STA0241;ARG Rekayasa Tanjungsari;Jawa Barat;Kab. Bogor;Tanjungsari;;-6.5782875;107.1397344;99;operasional;81384314829;12/3/2020;;HTTP GET;Balai Benih Tanjungrasa;
STA0251;ARG  Rekayasa Bendungan Ciawi;Jawa Barat;Kab. Bogor;Megamendung;Cipayung datar;-6.65493;106.88076;572;operasional;81282833199;11/18/2020;Megamendung, Cipayung datar, Megamendung, Bogor, Jawabarat, 16770;HTTP GET;Bendungan Ciawi;
STA0252;ARG Rekayasa Cilember;Jawa Barat;Kab. Bogor;Cilember;;-6.6605;106.94545;872;operasional;85814838782;12/3/2020;;HTTP GET;DAS Bedadung Kali Putih;
STA0253;ARG Rekayasa Telaga Saat;Jawa Barat;Kab. Bogor;Cisarua;Tugu utara;-6.68664;106.99525;1430;operasional;89695710724;11/17/2020;Tugu utara, kec.Cisarua, Bogor Jawa Barat;HTTP GET;Telaga Saat Puncak;
STA0254;ARG Rekayasa Sukajaya;Jawa Barat;Kab. Bogor;Sukajaya;Kiarapandak;-6.62387;106.49531;626;operasional;85715567779;11/16/2020;Jl. Kiarapandak;HTTP GET;Kantor desa Kiarapandak;BMKG-Rekayasa
STA0263;ARG Sidamulih;Jawa Barat;Kab. Pangandaran;Sidamulih;Sidamulih;-7.6424;108.60611;22;operasional;82217570898;8/20/2021;Jl. Raya Sidamulih - Cikalong No. 80;;BPP Sidamulih;
STA3210;ARG SMPK Tasikmalaya;Jawa Barat;Kota Tasikmalaya;Cihideung;Cilembang;-7.33082;108.20313;369;operasional;85776467585;9/10/2016;Jalan Pertanian;HTTP GET;Satuan Pelayanan BPTPH Wilayah V;BMKG-LSI
STA3254;ARG Cimahi;Jawa Barat;Kota Cimahi;Cimahi Utara;Hegarmanah;-6.86876;107.5557;783;operasional;8.81024E+11;9/10/2016;Jl. DR. Mangku;FTP;Dinas Pangan dan Pertanian Kota Cimahi;BMKG-LSI
STA9004;ARWS Rekayasa Cibeureum;Jawa Barat;Kab. Bogor;Cisarua;;-6.71072;106.95022;1161;operasional;;2/1/2015;Pos Iklim cibereum;HTTP GET;Pos Iklim Cibereum (Stamet Citeko);BMKG-Rekayasa
STA9008;ARG Rekayasa Pintu Air Cibongas;Jawa Barat;Kab. Bogor;Babakan Madang;Babakan Madang;-6.55687;106.86832;182;operasional;87870925237;8/10/2017;;HTTP GET;Bendungan Cibongas;BMKG-Rekayasa
STA9009;ARG Rekayasa Citeko;Jawa Barat;Kab. Bogor;Cisarua;Citeko;-6.69814;106.93503;979;operasional;85764655554;8/10/2017;;HTTP GET;Stasiun Meteorologi Citeko;BMKG-Rekayasa
STA9010;ARG Rekayasa Cisadane;Jawa Barat;Kota Bogor;Bogor Selatan;Empang;-6.60785;106.79298;238;operasional;85813104176;8/10/2017;Jl. Pulo Empang RT.05/RW.01;HTTP GET;Kantor Pengamat PSDA Ciliwung Cisadane;BMKG-Rekayasa
STA9011;ARG Rekayasa Bendungan Cipamingkis;Jawa Barat;Kab. Bogor;Jonggol;Jatinunggal;-6.50457;107.06525;137;operasional;;8/10/2017;Jalan Inspeksi Pintu air Cipamingkis ;HTTP GET;Pintu Air Cipamingkis;BMKG-Rekayasa
STAL131;ARG Kebun Raya Bogor;Jawa Barat;Kota Bogor;Bogor Tengah;Paledang;-6.60036;106.7962;263;operasional;85693934869;11/27/2018;Jl. Ir. Haji Juanda No 13;FTP;Pusat Konservasi Tumbuhan Kebun Raya LIPI Bogor;
STAL132;ARG Pabrik Gula Subang;Jawa Barat;Kab. Subang;Purwadadi;Ps. Muncang;-6.41892;107.69408;31;operasional;81314735294;12/3/2018;Jl. Raya Pasir Bungur No.1;HTTP GET;Pabrik Gula Rajawali 2;
STG1007;ARG Sumedang Selatan;Jawa Barat;Kab. Sumedang;Sumedang Selatan;Citengah;-6.928741;107.97398;1125;operasional;82118436401;10/14/2022;;;BMKG;BMKG-Campbell
STG1029;ARG Jatibarang;Jawa Barat;Kab. Indramayu;Jatibarang;Pilangsari;-6.4894305;108.3093485;32;operasional;89626824274;7/9/2024;Jl. Nasional 1 pilangsari, jatibarang, indramayu;;Kantor Kepengamatan PSDA Jatibarang;BMKG-Campbell
STG1030;ARG Salawu;Jawa Barat;Kab. Tasikmalaya;Salawu;Neglasari;-7.368527;108.00318;673;operasional;85245682024;7/9/2024;Kp. Pasir kincir Rt. 027, Rw. 005;;UPTD BPP Kec. Salawu;BMKG-Campbell
STG1031;ARG Cimerak;Jawa Barat;Kab. Pangandaran;Cimerak;Legok Jawa;-7.81629;108.41053;19;operasional;85280505017;7/9/2024;Jl. Raya Ciparanti Dsn. Cikuya;;BPP Kec. Cimerak;BMKG-Campbell
STG1032;ARG Sagaranten;Jawa Barat;Kab. Sukabumi;Sagaranten;Datarnangka;-7.1978312;106.8510983;394;operasional;85723986005;7/9/2024;Sunda Wapan Sagaranten;;UPTD PSDA Sukabumi;BMKG-Campbell
14032803;ARG Prembun;Jawa Tengah;Kab. Kebumen;Prembun;Tersobo;-7.719429;109.784;0;operasional;8156880177;11/11/2014;Desa Tersobo;FTP;BBPT Sri Madono;BMKG-LSI
14032804;ARG Majenang;Jawa Tengah;Kab. Cilacap;Majenang;Jenang;-7.295827;108.75078;5;operasional;83844082439;11/11/2014;jl.Margasari no.10;FTP;BP2KP Majenang;BMKG-LSI
14032805;ARG Kradenan;Jawa Tengah;Kab. Grobogan;Kradenan;Pakis;-7.175692;111.117158;0;operasional;85287394124;11/11/2014;Purwodadi;FTP;DPU Pengairan;BMKG-LSI
150076;ARG Colo;Jawa Tengah;Kab. Kudus;Dawe;Colo;-6.66625;110.9047;0;operasional;85289405038;8/25/2015;JL Kudus Colo KM.18;FTP;Dinas Pertanian;BMKG-LSI
150077;ARG Singorojo;Jawa Tengah;Kab. Kendal;Singoraja;Trayu;-7.069769;110.2566;0;operasional;81325290342;9/13/2016;JL Boja Kaliwungu KM.5;FTP;PT Perkebunan Nusantara 9;BMKG-LSI
150078;ARG Pakisdadu;Jawa Tengah;Kab. Temanggung;Pringsurat;Rejosari;-7.354669;110.2957;620;operasional;88233963968;8/25/2015;JL Raya Magelang-Semarang KM.17;FTP;PSDA Temanggung;BMKG-LSI
150079;ARG Nguter;Jawa Tengah;Kab. Sukoharjo;Nguter;Daleman;-7.72634;110.8673;0;operasional;8988705186;9/9/2015;JL Raya Solo-Wonogiri;FTP;BPP Pertanian Nguter;BMKG-LSI
150080;ARG Getas;Jawa Tengah;Kab. Semarang;Pabelan;Kauman Lor;-7.268272;110.5165;0;operasional;85640990983;8/26/2015;JL Pattimura KM.6;FTP;Balai Penelitian Getas;BMKG-LSI
150081;ARG Masaran;Jawa Tengah;Kab. Sragen;Masaran;Masaran;-7.468426;110.9356;0;operasional;816281849;8/26/2015;JL Sragen Solo KM.11;FTP;UPTD Pengairan;BMKG-LSI
150082;ARG Pracimantoro;Jawa Tengah;Kab. Wonogiri;Pracimantoro;Mintoharjo;-8.031652;110.8203;0;operasional;85228028461;8/26/2015;JL.Raya Pracimantoro -Wonogiri Km 3;FTP;BPP Pracimantoro;BMKG-LSI
150083;ARG Karangsembung;Jawa Tengah;Kab. Brebes;Songgom;Karang Sembung;-6.988738;109.025557;0;operasional;85647005287;8/28/2015;JL Raya Songgom;FTP;Dinas PU Pengairan;BMKG-LSI
150084;ARG Losari;Jawa Tengah;Kab. Brebes;Losari;Losari Lor;-6.847729;108.815435;0;operasional;87821225352;8/26/2015;JL Pulau Sarean.;FTP;Dinas PU Kemantren Losari (Pengairan);BMKG-LSI
150085;ARG Kertek;Jawa Tengah;Kab. Wonosobo;Keretek;Telogo Mulyo;-7.348869;109.9724;0;operasional;85328247490;8/25/2015;JL Jogonegoro 39 Wonosobo.;FTP;PT Tambi;BMKG-LSI
150301;ARG Karang Kemiri;Jawa Tengah;Kab. Purbalingga;Kemangkon;Karang Kemiri;-7.46123;109.38123;606;operasional;85287206532;8/30/2017;;FTP;UPTD Balai Benih Mewek;MMI-LSI
150302;ARG Malahayu;Jawa Tengah;Kab. Brebes;Banjarharjo;Malahayu;-7.02927;108.82082;;operasional;87730681687;8/29/2017;Waduk Malahayu;FTP;BBWS Cimanuk-Cisanggarung;MMI-LSI
150303;ARG Karanganyar Demak;Jawa Tengah;Kab. Demak;Karang Anyar;Karang Anyar;-6.840852;110.810793;;operasional;85740852479;8/26/2017;Jl. Karang Anyar-Welahan;FTP;BPSDA Wulan;MMI-LSI
150304;ARG Cabak;Jawa Tengah;Kab. Blora;Jiken;Cabak;-7.0233318;111.52005;;operasional;85225665586;8/25/2017;Ds. Cabak kec. Jiken Blora;FTP;BKPH Cabak;MMI-LSI
150305;ARG Kandang Serang;Jawa Tengah;Kab. Pekalongan;Kandang serang;Kandang Serang;-7.118652;109.518767;;operasional;8569554210;8/28/2017;Jl. Kajen -  Kandang Serang;FTP;Balai Penyuluhan;MMI-LSI
STA0043;ARG Toroh;Jawa Tengah;Kab. Grobogan;Toroh;Sugihan;-7.12489;110.9103;0;operasional;85229482191;9/13/2016;JL Purwodadi solo;FTP;BPP Toroh;BMKG-MSP
STA0044;ARG Kedungombo;Jawa Tengah;Kab. Grobogan;Ngadi ngeyer;Kedungombo / Rambat;-7.2527;110.8371;0;operasional;85327068828;9/13/2016;JL Brigjend Sudiarto 375;FTP;BBWS Pemali Juana;BMKG-MSP
STA0045;ARG Karimun Jawa;Jawa Tengah;Kab. Jepara;Karimun jawa;Gladagsari;-5.8767;110.4358;12;operasional;8.12229E+11;12/4/2021;Kantor BP3K Kec. Ampel Jl. Raya Ample Gladagsari Ampel;HTTP GET;Dinas Ketahanan Pangan dan Pertanian Kab Jepara;BMKG-MSP
STA0046;ARG Simo;Jawa Tengah;Kab. Boyolali;Simo;Pelem;-7.4444;110.6778;0;operasional;85647148516;9/13/2016;Kantor BPP Simo Jl. Singprono Raya Simo - Boyolali;HTTP GET;BPP Simo;BMKG-MSP
STA0047;ARG Karanggede;Jawa Tengah;Kab. Boyolali;Karanggede;Sranten;-7.36273;110.6487;0;operasional;85291074015;9/13/2016;Jl. Raya Karang Gede - Gemolong Km.1 Karanggede;HTTP GET;BPP Karanggede;BMKG-MSP
STA0048;ARG Serayu;Jawa Tengah;Kab. Wonosobo;Jajar;Kreo;-7.268377;109.94301;600;operasional;85692012739;9/13/2016;-;HTTP GET;INDONESIA POWER;BMKG-MSP
STA0049;ARG Sigaluh;Jawa Tengah;Kab. Banjarnegara;Sigaluh;Gembongan;-7.396349;109.766;0;operasional;85291310188;9/13/2016;BPP (Kantor Kec. Sigaluh Banjarnegara);HTTP GET;BPP (Kantor Kec. Sigaluh Banjarnegara);BMKG-MSP
STA0050;ARG Tulis;Jawa Tengah;Kab. Banjarnegara;Pagentan;Soekaraja;-7.325425;109.7976;0;operasional;85692012739;9/13/2016;Jl. Raya Banyumas-Banjarnegara Km. 8 Banjarnegara;FTP;INDONESIA PWR;BMKG-MSP
STA0052;ARG Wanayasa;Jawa Tengah;Kab. Banjarnegara;Wanayasa;Wanayasa;-7.241598;109.7515;0;operasional;85226689000;9/13/2016;Jl. Raya Wanayasa, Banjarnegara;FTP;RPH Wanayasa;BMKG-MSP
STA0053;ARG Stageof Banjarnegara;Jawa Tengah;Kab. Banjarnegara;Banjarmangu;Banjarmangu;-7.333353;109.7099;0;operasional;81225146915;9/13/2016;Jl. Raya Banjarmangu KM. 12, Desa Kalilunjar, Kalilunjar, Banjarnegara, Dusun I, Kalilunjar, Banjarmangu, Banjarnegara, Jawa Tengah 53452;HTTP GET;BMKG Banjarmangu;BMKG-MSP
STA0054;ARG Banyumas;Jawa Tengah;Kab. Banyumas;Kembaran;Bojongsari;-7.423486;109.28;0;operasional;81327220379;9/13/2016;BBP Bojongsari Kec. Kembaran. Banyumas;FTP;BPP Banyumas;BMKG-MSP
STA0055;ARG Kebumen (Waduk Sempor);Jawa Tengah;Kab. Kebumen;Sempor;Tanjung Seto;-7.56642;109.48326;0;operasional;83808007873;9/13/2016;Waduk Sempor Kebumen, Jawa Tengah;HTTP GET;PUPR;BMKG-MSP
STA0056;ARG Waduk Mrica;Jawa Tengah;Kab. Banjarnegara;Mrica;Mrica;-7.39719;109.6072;0;operasional;85692012739;9/13/2016;Jl. Raya Banyumas-Banjarnegara Km. 8 Banjarnegara;HTTP GET;Waduk Mrica Indonesia Power;BMKG-MSP
STA0057;ARG Kledung Temanggung;Jawa Tengah;Kab. Temanggung;Kledung;;-7.339445;110.0335;234;operasional;85601621380;9/13/2016;-;HTTP GET;BMKG;BMKG-MSP
STA0058;ARG Rembang-Pamotan;Jawa Tengah;Kab. Rembang;Pamotan;Pamotan;-6.76147;111.4757;35;operasional;81326608430;9/13/2016;JL Raya Rembang Pamotan KM.12;HTTP GET;BPP Pamotan;BMKG-Casella
STA0059;ARG Randublatung;Jawa Tengah;Kab. Blora;Randu Belatung;Kediren;-7.19387;111.4147;70;operasional;85641194212;9/13/2016;Balai Pertanian Kec.Randu Blatung;HTTP GET;BPP Randubelatung;BMKG-MSP
STA0073;ARG Pulosari;Jawa Tengah;Kab. Pemalang;Pulosari;Pulosari;-7.17015;109.2653;923;operasional;85227208593;9/13/2016;JL Raya Pulosari No 93A;HTTP GET;Kantor Kec.Pulosari;BMKG-MSP
STA0170;ARG Palur Mojolaban;Jawa Tengah;Kab. Sukoharjo;Mojolaban;Palur;-7.579864;110.8723;0;operasional;85700036062;9/13/2016;Palur mojolaban sukoharjo;HTTP GET;Lab php Palur;BMKG-Casella
STA0175;ARG Batang;Jawa Tengah;Kab. Batang;Wonotunggal;Brayo;-6.981849;109.749457;129.8;operasional;82333320533;2/17/2017;Balai Benih Tanaman Pangan dan Hotikultura Kandeman - Batang;HTTP GET;Dinas Pertanian Tanaman Pangan Batang;BMKG-MSP
STA0176;ARG Demak;Jawa Tengah;Kab. Demak;Dempet;Dempet;-6.95341;110.7027;7.1;operasional;85200926700;2/17/2017;Balai Pelaksana Penyuluhan dan Ketahanan Pangan Kab. Demak;HTTP GET;Balai Penyuluhan dan Ketahanan Pangan Kab. Demak;BMKG-MSP
STA0245;ARG Rekayasa Jatiyoso;Jawa Tengah;Kab. Karanganyar;Jatiyoso;Jatisawit;-7.72986;111.06532;629;operasional;85774266219;12/3/2020;Jatiyoso;HTTP GET;PUPR Kec. Jatiyoso;
STA0264;ARG Kayen;Jawa Tengah;Kab. Pati;Kayen;Kayen;-6.885777;110.991909;11;operasional;85850912112;3/9/2021;Jl. Raya Pati - Kayen KM.17;;BPP Kayen;
STA3217;ARG SMPK Sragen;Jawa Tengah;Kab. Sragen;Kedawung;Mojodoyong;-7.52544;111.0438;0;operasional;85229953462;9/10/2016;;HTTP GET;Dinas PU;BMKG-LSI
STA3265;ARG SMPK Pemalang;Jawa Tengah;Kab. Pemalang;Petarukan;Petarukan;-6.896817;109.4613;0;operasional;85281933076;9/10/2016;Laboratorium Pengamatan Hama dan Penyakit;HTTP GET;Dinas Pertanian Tanaman Pangan dan Hortikultura;BMKG-LSI
